age,gender,status,country,platforms,main_platform,second_platform,daily_time_cat,day_moments,activities,mood_impact,emotions,self_esteem_impact,stop_scrolling_reason,anxiety_score,anxiety_more_usage,anxiety_after,sleep_difficulties,phone_before_sleep,failed_reduction,time_loss,notification_compulsion,productivity_impact,guilt_after_use,self_control_score,usage_is_healthy,improvement_wish,daily_time_numeric,use_morning,use_afternoon,use_evening,use_night,cycle_trigger_numeric,cycle_outcome_numeric,risk_sleep,risk_timeloss,risk_notification,risk_guilt,risk_failed_reduction,risk_productivity,total_risk_points,risk_score
53.0,Male,Employé(e),Tunisia,"['Facebook', 'Youtube']",Facebook,Youtube,1–2 heures,['Matin'],['Envoi de messages privés'],5.0,['Distrait(e)'],Je ne sais pas,Je n’ai plus rien d’intéressant dans le fil,5,Oui,Ne change pas,Parfois,Tous les soirs,Oui,Souvent,Toujours,5.0,Parfois,4.0,oui,J'aimerais améliorer l'efficacité des recherches sur les réseaux sociaux et éliminer les lumières bleues nocives du téléphone. ,1.5,1,0,0,0,2,0,0.5,1.0,1.0,0.5,1.0,1.0,5.0,83.33333333333334
43.0,Female,Employé(e),France,"['Facebook', 'Youtube', 'Tiktok']",Youtube,Tiktok,1–2 heures,['Soir'],"['Scrolling / consommation passive', 'Regarder des stories / lives']",4.0,['Distrait(e)'],Je ne sais pas,"Je commence à avoir mal aux yeux / je suis fatigué(e), Il se fait tard / je dois dormir, On m’interrompt (appel, message, quelqu’un qui me parle)",3,Oui,Ne change pas,Rarement,Tous les soirs,Non,Souvent,Souvent,2.0,Non,3.0,Je ne sais pas,,1.5,0,0,1,0,2,0,0.25,1.0,1.0,0.0,0.0,0.0,2.25,37.5
51.0,Female,Employé(e),Tunisia,"['Facebook', 'Youtube']",Facebook,Youtube,1–2 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Commentaires / réactions', 'Shopping / découverte de produits', 'Travail / veille professionnelle']",3.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil",1,Oui,Diminue,Rarement,3–5 fois par semaine,Non,Parfois,Souvent,1.0,Parfois,4.0,Je ne sais pas,Le contenu ,1.5,0,0,1,0,2,-1,0.25,0.5,1.0,0.5,0.0,0.0,2.25,37.5
52.0,Female,Employé(e),France,['Youtube'],Youtube,Aucun ,30 min – 1 heure,['Soir'],"['Scrolling / consommation passive', 'Regarder des stories / lives']",4.0,['Distrait(e)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",3,Oui,Ne change pas,Rarement,3–5 fois par semaine,Non,Parfois,Jamais,3.0,Oui,4.0,Non,Limiter l usage,0.75,0,0,1,0,2,0,0.25,0.5,0.0,1.0,0.0,0.0,1.75,29.166666666666668
15.0,Female,Étudiant(e),France,['Snapchat'],Snapchat,Tiktok,3–4 heures,['Soir'],['Scrolling / consommation passive'],5.0,['Relaxé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",4,Parfois,Ne change pas,Rarement,3–5 fois par semaine,Oui,Souvent,Souvent,4.0,Oui,6.0,Je ne sais pas,Oui,3.5,0,0,1,0,1,0,0.25,1.0,1.0,1.0,1.0,0.0,4.25,70.83333333333334
,Female,Étudiant(e),France,"['Instagram', 'Youtube', 'Tiktok', 'Snapchat']",Tiktok,Snapchat,2–3 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",5.0,['Relaxé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps, On m’interrompt (appel, message, quelqu’un qui me parle)",6,Oui,Diminue,Parfois,3–5 fois par semaine,Oui,Parfois,Toujours,4.0,Oui,5.0,Je ne sais pas,pas aller scroller direct quand je sais pas quoi faire,2.5,0,0,1,1,2,-1,0.5,0.5,1.0,1.0,1.0,0.0,4.0,66.66666666666666
22.0,Female,Étudiant(e),Tunisia,['LinkedIn'],Facebook,Instagram,1–2 heures,"['Soir', 'Nuit (après 23h)']","['Publication de contenu', 'Envoi de messages privés', 'Regarder des stories / lives', 'Shopping / découverte de produits', 'Travail / veille professionnelle']",5.0,['Motivé(e)'],Non,Il se fait tard / je dois dormir,5,Oui,Diminue,Parfois,Tous les soirs,Oui,Parfois,Parfois,4.0,Non,6.0,Je ne sais pas,L'impact de réseau sociaux ,1.5,0,0,1,1,2,-1,0.5,0.5,0.5,0.0,1.0,0.0,2.5,41.66666666666667
26.0,Female,Étudiant(e),Tunisia,"['Facebook', 'Youtube']",Youtube,Facebook,Plus de 4 heures,['Soir'],['Regarder des stories / lives'],3.0,['Motivé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir",5,Parfois,Ne change pas,Jamais,Tous les soirs,Oui,,,,,,,,5.0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.666666666666664
27.0,,Étudiant(e),Other,"['Facebook', 'Instagram', 'Tiktok']",Snapchat,Instagram,1–2 heures,['Après-midi'],"['Envoi de messages privés', 'Shopping / découverte de produits']",7.0,['Motivé(e)'],"Oui, plutôt positivement","Il se fait tard / je dois dormir, On m’interrompt (appel, message, quelqu’un qui me parle)",5,Parfois,Augmente,Jamais,Tous les soirs,Oui,Parfois,Souvent,5.0,Oui,3.0,Non,Non,1.5,0,1,0,0,1,1,0.0,0.5,1.0,1.0,1.0,1.0,4.5,75.0
24.0,Female,Étudiant(e),Tunisia,"['Facebook', 'Instagram']",Facebook,Instagram,2–3 heures,['Soir'],"['Publication de contenu', 'Envoi de messages privés']",1.0,['Stressé(e)'],Je ne sais pas,Je n’ai plus rien d’intéressant dans le fil,1,Oui,Ne change pas,Parfois,3–5 fois par semaine,Non,Toujours,Parfois,1.0,Oui,1.0,Non,,2.5,0,0,1,0,2,0,0.5,1.0,0.5,1.0,0.0,0.0,3.0,50.0
24.0,Female,Étudiant(e),Tunisia,"['Facebook', 'Tiktok']",Tiktok,Tiktok,3–4 heures,"['Matin', 'Après-midi', 'Soir', 'Nuit (après 23h)']","['Publication de contenu', 'Envoi de messages privés']",5.0,['Relaxé(e)'],"Oui, plutôt positivement",Je commence à avoir mal aux yeux / je suis fatigué(e),4,Parfois,Augmente,Parfois,Tous les soirs,Non,Parfois,Jamais,4.0,Parfois,3.0,Non,,3.5,1,1,1,1,1,1,0.5,0.5,0.0,0.5,0.0,0.0,1.5,25.0
24.0,Female,Étudiant(e),Tunisia,"['Facebook', 'Youtube', 'Tiktok']",Facebook,Tiktok,1–2 heures,"['Soir', 'Nuit (après 23h)']","['Envoi de messages privés', 'Regarder des stories / lives']",2.0,['Relaxé(e)'],"Oui, plutôt positivement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",3,Oui,Augmente,Parfois,Jamais,Oui,Parfois,Parfois,2.0,Non,2.0,oui,,1.5,0,0,1,1,2,1,0.5,0.5,0.5,0.0,1.0,0.0,2.5,41.66666666666667
41.0,Female,Employé(e),Tunisia,['Facebook'],Facebook,Youtube,30 min – 1 heure,['Nuit (après 23h)'],"['Shopping / découverte de produits', 'Travail / veille professionnelle']",4.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",1,Parfois,Ne change pas,Rarement,1–2 fois par semaine,Oui,Parfois,Parfois,1.0,Non,2.0,Je ne sais pas,,0.75,0,0,0,1,1,0,0.25,0.5,0.5,0.0,1.0,0.0,2.25,37.5
15.0,Female,Étudiant(e),France,"['Instagram', 'Snapchat']",Instagram,Snapchat,3–4 heures,['Soir'],"['Envoi de messages privés', 'Regarder des stories / lives']",6.0,['Relaxé(e)'],Je ne sais pas,Je n’ai plus rien d’intéressant dans le fil,1,Parfois,Diminue,Rarement,Tous les soirs,Non,Souvent,Souvent,3.0,Non,3.0,oui,Rien,3.5,0,0,1,0,1,-1,0.25,1.0,1.0,0.0,0.0,0.0,2.25,37.5
15.0,Female,Étudiant(e),France,"['Instagram', 'Youtube', 'Tiktok', 'Snapchat']",Snapchat,Instagram,1–2 heures,[],['Envoi de messages privés'],7.0,['Motivé(e)'],Non,Il se fait tard / je dois dormir,1,Non,,Jamais,1–2 fois par semaine,Non,Jamais,Parfois,1.0,Non,1.0,Je ne sais pas,,1.5,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,8.333333333333332
15.0,Female,Étudiant(e),France,"['Instagram', 'Youtube', 'Snapchat']",Snapchat,Youtube,2–3 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",6.0,['Relaxé(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Il se fait tard / je dois dormir, J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), Je n’ai plus rien d’intéressant dans le fil",3,Parfois,Diminue,Parfois,Tous les soirs,Non,Parfois,Jamais,4.0,Non,4.0,Je ne sais pas,Je veux passer moins de temps sur les réseaux ou mon téléphone en général pour me concentrer sur d'autres choses. ,2.5,0,1,1,0,1,-1,0.5,0.5,0.0,0.0,0.0,0.0,1.0,16.666666666666664
16.0,Male,Apprenti ,France,"['Facebook', 'Instagram', 'Youtube', 'Tiktok', 'Snapchat']",Snapchat,Instagram,Plus de 4 heures,"['Matin', 'Après-midi', 'Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",4.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir",4,Parfois,Ne change pas,Parfois,Tous les soirs,Non,Toujours,Toujours,5.0,Non,3.0,Non,Rien ,5.0,1,1,1,1,1,0,0.5,1.0,1.0,0.0,0.0,1.0,3.5,58.333333333333336
15.0,Male,Étudiant(e),France,"['Instagram', 'Youtube', 'Tiktok', 'Snapchat']",Snapchat,Tiktok,2–3 heures,['Soir'],"['Scrolling / consommation passive', 'Publication de contenu', 'Envoi de messages privés', 'Commentaires / réactions', 'Regarder des stories / lives']",5.0,['Relaxé(e)'],"Oui, plutôt positivement","Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil",1,Non,Ne change pas,Jamais,1–2 fois par semaine,Non,Jamais,Jamais,1.0,Non,7.0,Non,Art les réseaux ,2.5,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Male,Étudiant(e),France,['Facebook'],Tiktok,Snapchat,3–4 heures,['Soir'],['Scrolling / consommation passive'],5.0,['Relaxé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir",1,Non,Ne change pas,Jamais,Jamais,Non,Jamais,Parfois,1.0,Non,7.0,Je ne sais pas,Moins de temps passé dessus ,3.5,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,8.333333333333332
22.0,Female,Étudiant(e),Tunisia,"['Instagram', 'LinkedIn', 'Youtube', 'Tiktok', 'X(Twitter)', 'Snapchat']",Facebook,Tiktok,30 min – 1 heure,['Soir'],['Regarder des stories / lives'],1.0,['Stressé(e)'],Je ne sais pas,Il se fait tard / je dois dormir,1,Parfois,Ne change pas,Parfois,Jamais,Non,Jamais,Parfois,3.0,Parfois,3.0,Non,,0.75,0,0,1,0,1,0,0.5,0.0,0.5,0.5,0.0,0.0,1.5,25.0
15.0,Male,Étudiant(e),France,"['Instagram', 'Tiktok', 'Snapchat']",Tiktok,Snapchat,Plus de 4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Commentaires / réactions']",4.0,['Relaxé(e)'],Non,"La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil, On m’interrompt (appel, message, quelqu’un qui me parle)",5,Oui,Diminue,Rarement,Tous les soirs,Non,Souvent,Souvent,6.0,Non,3.0,Non,Je sais pas ,5.0,0,1,1,0,2,-1,0.25,1.0,1.0,0.0,0.0,1.0,3.25,54.166666666666664
28.0,Male,Employé(e),France,"['Facebook', 'Instagram', 'LinkedIn', 'Youtube', 'Tiktok', 'X(Twitter)', 'Snapchat']",X(Twitter),Instagram,Plus de 4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",3.0,['Anxieux(-se)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",2,Parfois,Augmente,Rarement,Tous les soirs,Oui,Souvent,Toujours,6.0,Oui,1.0,Non,Être moins accro ,5.0,0,1,1,0,1,1,0.25,1.0,1.0,1.0,1.0,1.0,5.25,87.5
15.0,Female,Étudiant(e),Unknown,"['Instagram', 'Tiktok', 'Snapchat']",Tiktok,Instagram,2–3 heures,"['Matin', 'Soir']",['Scrolling / consommation passive'],4.0,['Motivé(e)'],"Oui, plutôt positivement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Parfois,Ne change pas,Parfois,Tous les soirs,Oui,Parfois,Parfois,3.0,Oui,3.0,Non,,2.5,1,0,1,0,1,0,0.5,0.5,0.5,1.0,1.0,0.0,3.5,58.333333333333336
23.0,Female,Employé(e),Lebanon,"['Instagram', 'Tiktok']",Instagram,Tiktok,2–3 heures,"['Matin', 'Soir']","['Scrolling / consommation passive', 'Commentaires / réactions', 'Shopping / découverte de produits']",4.0,['Distrait(e)'],"Oui, plutôt négativement","Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Parfois,Diminue,Parfois,Tous les soirs,Oui,Souvent,Parfois,3.0,Oui,4.0,Non,,2.5,1,0,1,0,1,-1,0.5,1.0,0.5,1.0,1.0,0.0,4.0,66.66666666666666
14.0,Male,Étudiant(e),France,"['Youtube', 'Tiktok', 'Snapchat']",Tiktok,Snapchat,Plus de 4 heures,"['Soir', 'Nuit (après 23h)']",['Scrolling / consommation passive'],7.0,['Motivé(e)'],Non,La batterie de mon téléphone est faible,1,Parfois,Diminue,"Oui, fréquemment",Tous les soirs,Non,Toujours,Toujours,3.0,Non,7.0,Je ne sais pas,,5.0,0,0,1,1,1,-1,1.0,1.0,1.0,0.0,0.0,0.0,3.0,50.0
23.0,Female,Employé(e),France,"['Facebook', 'Instagram', 'Tiktok', 'Snapchat']",Instagram,Tiktok,2–3 heures,"['Matin', 'Après-midi', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",4.0,['Anxieux(-se)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil",1,Parfois,Ne change pas,Rarement,Tous les soirs,Oui,Jamais,Toujours,5.0,Non,7.0,Non,Utiliser moins le téléphone,2.5,1,1,1,0,1,0,0.25,0.0,1.0,0.0,1.0,1.0,3.25,54.166666666666664
34.0,Male,Employé(e),France,"['Facebook', 'Instagram', 'Youtube']",Instagram,Youtube,Plus de 4 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",4.0,['Distrait(e)'],"Oui, plutôt positivement","Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",3,Oui,Diminue,Rarement,3–5 fois par semaine,Oui,Souvent,Toujours,6.0,Oui,2.0,Non,Diminuer mon temps d’écran ,5.0,0,0,1,0,2,-1,0.25,1.0,1.0,1.0,1.0,1.0,5.25,87.5
37.0,Female,Employé(e),Luxembourg,"['Facebook', 'Instagram', 'Youtube']",Facebook,Instagram,30 min – 1 heure,['Soir'],"['Envoi de messages privés', 'Regarder des stories / lives', 'Shopping / découverte de produits']",,['Distrait(e)'],Je ne sais pas,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",5,Parfois,Diminue,Rarement,3–5 fois par semaine,Non,Parfois,Parfois,4.0,Oui,4.0,Je ne sais pas,"Diminuer mon temps d’usage mais actuellement tout est sur le net (travail, shopping,…) ",0.75,0,0,1,0,1,-1,0.25,0.5,0.5,1.0,0.0,0.0,2.25,37.5
45.0,Female,Femme au foyer,Tunisia,"['Facebook', 'Youtube']",Facebook,Youtube,Moins de 30 minutes,['Après-midi'],"['Envoi de messages privés', 'Ecouter la musique']",,['Relaxé(e)'],Non,"Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",1,Parfois,Diminue,Jamais,1–2 fois par semaine,Oui,Parfois,Jamais,1.0,Non,5.0,oui,Diminuer la durée de mon usage de resaux ,0.25,0,1,0,0,1,-1,0.0,0.5,0.0,0.0,1.0,0.0,1.5,25.0
23.0,Female,Étudiant(e),France,"['Instagram', 'LinkedIn', 'Youtube', 'Tiktok']",Instagram,LinkedIn,3–4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Travail / veille professionnelle']",5.0,['Distrait(e)'],"Oui, plutôt négativement","Je commence à avoir mal aux yeux / je suis fatigué(e), Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps, On m’interrompt (appel, message, quelqu’un qui me parle)",6,Oui,Augmente,Parfois,Tous les soirs,Oui,Parfois,Parfois,5.0,Oui,6.0,Non,"Ne plus dépendre des réseaux sociaux pour améliorer mon humeur ou me distraire de mes problèmes, c’est un réflexe que je n’arrive pas à stopper. Ça me rend heureuse les premières 20 à 30 minutes que je passe à scroller mais passer ce délai je commence à me sentir mal mais je n’arrive pas à m’arrêter, c’est une vraie addiction.",3.5,0,1,1,0,2,1,0.5,0.5,0.5,1.0,1.0,1.0,4.5,75.0
22.0,Male,Étudiant(e),France,"['Instagram', 'LinkedIn', 'Youtube', 'X(Twitter)']",X(Twitter),Instagram,1–2 heures,['Soir'],"['Scrolling / consommation passive', 'Regarder des stories / lives', 'Travail / veille professionnelle']",5.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), La batterie de mon téléphone est faible, Je n’ai plus rien d’intéressant dans le fil",3,Oui,Diminue,Jamais,Tous les soirs,Oui,Parfois,Jamais,2.0,Non,7.0,Non,,1.5,0,0,1,0,2,-1,0.0,0.5,0.0,0.0,1.0,0.0,1.5,25.0
22.0,Male,Étudiant(e),France,"['Instagram', 'LinkedIn', 'Youtube', 'Tiktok', 'X(Twitter)', 'Snapchat']",X(Twitter),Youtube,Plus de 4 heures,"['Après-midi', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",4.0,['Distrait(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil",2,Parfois,Ne change pas,Rarement,Tous les soirs,Non,Parfois,Parfois,5.0,Oui,7.0,Non,,5.0,0,1,1,0,1,0,0.25,0.5,0.5,1.0,0.0,1.0,3.25,54.166666666666664
22.0,Male,Étudiant(e),France,"['Instagram', 'Youtube', 'Bluesky', 'Discord']",Youtube,Instagram,Plus de 4 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés', 'Regarder des stories / lives']",5.0,['Relaxé(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Honnêtement, j’arrête rarement de moi-même",4,Parfois,Diminue,Jamais,Tous les soirs,Non,Parfois,Souvent,7.0,Oui,3.0,Non,Réduire l'utilisation,5.0,0,0,1,0,1,-1,0.0,0.5,1.0,1.0,0.0,1.0,3.5,58.333333333333336
24.0,Female,Employé(e),France,"['Instagram', 'Youtube']",Instagram,Youtube,1–2 heures,"['Matin', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",3.0,['Anxieux(-se)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), J’ai atteint une limite de temps (réglage écran / appli / contrôle parental)",3,Oui,Ne change pas,Jamais,Tous les soirs,Oui,Souvent,Toujours,5.0,Oui,2.0,Non,Réduire l'usage passif pour quasiment arriver uniquement à un usage d'échange de messages privés ,1.5,1,0,1,0,2,0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,83.33333333333334
23.0,Male,Étudiant(e),France,"['Instagram', 'LinkedIn', 'X(Twitter)', 'Snapchat']",X(Twitter),Instagram,1–2 heures,['Soir'],['Scrolling / consommation passive'],4.0,['Relaxé(e)'],"Oui, plutôt positivement","Quand je suis satisfait ( généralement quand je tombe sur un post qui me fait rire, je m'arrête sur une bonne note )",3,Parfois,Diminue,Parfois,Tous les soirs,Non,Souvent,Jamais,2.0,Non,3.0,Je ne sais pas,L'arrêt de l'utilisation du téléphone/ RS avant de se coucher ,1.5,0,0,1,0,1,-1,0.5,1.0,0.0,0.0,0.0,0.0,1.5,25.0
21.0,Male,Étudiant(e),France,"['Instagram', 'Youtube']",Youtube,Instagram,Plus de 4 heures,['Soir'],['Scrolling / consommation passive'],5.0,['Relaxé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",5,Non,Ne change pas,Parfois,Tous les soirs,Non,Parfois,Toujours,3.0,Oui,4.0,Non,,5.0,0,0,1,0,0,0,0.5,0.5,1.0,1.0,0.0,0.0,3.0,50.0
23.0,Male,Étudiant(e),France,"['Instagram', 'Youtube', 'Tiktok', 'Snapchat', 'Discord']",Discord,Youtube,3–4 heures,['Soir'],"['Scrolling / consommation passive', 'Envoi de messages privés']",6.0,['Relaxé(e)'],Non,Juste comme sa,2,Parfois,Diminue,Jamais,Tous les soirs,Non,Parfois,Souvent,5.0,Parfois,7.0,Je ne sais pas,rien,3.5,0,0,1,0,1,-1,0.0,0.5,1.0,0.5,0.0,1.0,3.0,50.0
25.0,Other,Étudiant(e),France,"['Instagram', 'Youtube', 'X(Twitter)', 'Snapchat']",X(Twitter),Youtube,1–2 heures,"['Matin', 'Soir']","['Scrolling / consommation passive', 'Envoi de messages privés']",4.0,['Distrait(e)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Je n’ai plus rien d’intéressant dans le fil, On m’interrompt (appel, message, quelqu’un qui me parle)",5,Oui,Ne change pas,Jamais,1–2 fois par semaine,Non,Parfois,Parfois,3.0,Oui,5.0,oui,,1.5,1,0,1,0,2,0,0.0,0.5,0.5,1.0,0.0,0.0,2.0,33.33333333333333
24.0,Male,Étudiant(e),France,"['LinkedIn', 'Youtube', 'Tiktok', 'X(Twitter)', 'Snapchat']",Discord,Youtube,1–2 heures,"['Soir', 'Nuit (après 23h)']","['Scrolling / consommation passive', 'Envoi de messages privés', 'Travail / veille professionnelle']",5.0,['Distrait(e)'],"Oui, plutôt négativement","Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",4,Oui,Augmente,Parfois,Tous les soirs,Oui,Toujours,Toujours,5.0,Oui,4.0,Non,tout désinstaller ,1.5,0,0,1,1,2,1,0.5,1.0,1.0,1.0,1.0,1.0,5.5,91.66666666666666
22.0,Other,Étudiant(e),France,"['Instagram', 'Discord', 'bluesky']",Discord,Instagram,1–2 heures,"['Soir', 'Nuit (après 23h)']",['Envoi de messages privés'],2.0,['Anxieux(-se)'],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je n’ai plus rien d’intéressant dans le fil",7,Parfois,Ne change pas,Parfois,Tous les soirs,Non,Parfois,Souvent,2.0,Parfois,6.0,Je ne sais pas,,1.5,0,0,1,1,1,0,0.5,0.5,1.0,0.5,0.0,0.0,2.5,41.66666666666667
25.0,Male,Étudiant(e),France,"['Youtube', 'Snapchat']",Youtube,Snapchat,1–2 heures,['Soir'],['Scrolling / consommation passive'],4.0,['Motivé(e)'],Je ne sais pas,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso), Il se fait tard / je dois dormir, Je culpabilise / j’ai l’impression d’avoir perdu trop de temps",2,Non,Ne change pas,"Oui, fréquemment",Tous les soirs,Non,Toujours,Jamais,6.0,Oui,5.0,Non,"Améliorer ma perception du temps lors de l’usage et détecter le moment où je décroche dans ma consommation : lorsque je me rends sur YouTube, c’est d’abord pour m’instruire. Or, au bout d’un certain temps sur la plateforme, je dévie, je perds le contrôle de ma consommation et je me retrouve à regarder un peu tout et n’importe quoi.",1.5,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,66.66666666666666
24.0,Male,Employé(e),France,['Mastodon'],Mastodon,Aucun en particulier,30 min – 1 heure,"['Matin', 'Soir']",['Scrolling / consommation passive'],4.0,['Distrait(e)'],Non,"Il se fait tard / je dois dormir, J’ai atteint une limite de temps (réglage écran / appli / contrôle parental), Je n’ai plus rien d’intéressant dans le fil, On m’interrompt (appel, message, quelqu’un qui me parle)",3,Non,Diminue,Rarement,3–5 fois par semaine,Oui,Souvent,,2.0,Parfois,4.0,oui,,0.75,1,0,1,0,0,-1,0.25,1.0,0.0,0.5,1.0,0.0,2.75,45.83333333333333
21.0,Female,Étudiant(e),France,['Youtube'],Youtube,pas d’autre réseau ,Moins de 30 minutes,"['Matin', 'Soir']",['vidéos / podcast'],6.0,['Relaxé(e)'],"Oui, plutôt positivement",je scrolle pas vraiment si je regarde des shorts j’arrête parce que j’ai trouvé ce que je cherchais,4,Non,Ne change pas,Jamais,Jamais,Non,Parfois,Jamais,1.0,Non,7.0,oui,"je pense que j’aimerais tout couper, youtube c’est la dernière étape et j’ai du mal à l’enlever à cause des podcasts vidéos et des créateurs que j’aime vraiment bien, mais je trouve que c’est trop dangereux à cause du format court qui est facilement proposé et j’ai pas envie de retomber dans le scrolling (parce que j’y fus)",0.25,1,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,8.333333333333332
25.0,Male,Étudiant(e),France,"['Youtube', 'discord']",discord,Youtube,30 min – 1 heure,['Soir'],"['Envoi de messages privés', 'regarder des vidéos']",5.0,[],Non,"Je me rends compte que j’ai autre chose à faire (études, travail, tâches perso)",5,Parfois,Ne change pas,Rarement,Tous les soirs,Non,Parfois,Parfois,1.0,Oui,5.0,Non,"Dur à dire, je ne fais que communiquer avec mes amis, donc ça s'apparente à les voir dans la vraie vie plus qu'à une utilisation classique. Réduire mon usage de discord reviendrait à moins communiquer avec mes amis, en particulier ceux avec qui je ne communique que par ce moyen.
Il m'arrive d'avoir des jours où je ne fais rien d'autre que de discuter et jouer avec mes amis, mais je ne doomscroll pas. Il m'arrive beaucoup plus souvent de passer ma journée à bosser en vocal avec eux.
",0.75,0,0,1,0,1,0,0.25,0.5,0.5,1.0,0.0,0.0,2.25,37.5
